,pokemon,id,form,rank,move,raito
2017,モノズ,633,0,4,ほのおのキバ,86.1
2018,モノズ,633,0,5,りゅうのはどう,7.6
2019,モノズ,633,0,6,こわいかお,5.1
2020,モノズ,633,0,7,バークアウト,5.1
2021,モノズ,633,0,8,でんじは,3.8
2022,モノズ,633,0,9,こらえる,3.8
2023,モノズ,633,0,10,たたきつける,2.5
2024,ジヘッド,634,0,1,かみくだく,85.0
2025,ジヘッド,634,0,2,げきりん,72.5
2026,ジヘッド,634,0,3,じだんだ,50.5
2027,ジヘッド,634,0,4,もろはのずつき,41.2
2028,ジヘッド,634,0,5,テラバースト,31.0
2029,ジヘッド,634,0,6,ドラゴンダイブ,19.3
2030,ジヘッド,634,0,7,のしかかり,19.0
2031,ジヘッド,634,0,8,でんじは,11.2
2032,ジヘッド,634,0,9,ちょうはつ,9.9
2033,ジヘッド,634,0,10,りゅうのはどう,9.6
2034,サザンドラ,635,0,1,あくのはどう,96.2
2035,サザンドラ,635,0,2,ラスターカノン,70.9
2036,サザンドラ,635,0,3,りゅうせいぐん,61.9
2037,サザンドラ,635,0,4,だいもんじ,26.7
2038,サザンドラ,635,0,5,かえんほうしゃ,19.5
2039,サザンドラ,635,0,6,わるだくみ,18.9
2040,サザンドラ,635,0,7,ちょうはつ,18.8
2041,サザンドラ,635,0,8,みがわり,18.6
2042,サザンドラ,635,0,9,とんぼがえり,14.2
2043,サザンドラ,635,0,10,テラバースト,11.7
2044,メラルバ,636,0,1,おにび,58.7
2045,メラルバ,636,0,2,フレアドライブ,56.2
2046,メラルバ,636,0,3,きゅうけつ,52.8
2047,メラルバ,636,0,4,アクロバット,42.6
2048,メラルバ,636,0,5,とびつく,35.7
2049,メラルバ,636,0,6,ニトロチャージ,27.4
2050,メラルバ,636,0,7,むしのていこう,26.3
2051,メラルバ,636,0,8,にほんばれ,22.3
2052,メラルバ,636,0,9,とんぼがえり,20.0
2053,メラルバ,636,0,10,ひかりのかべ,17.1
2054,ウルガモス,637,0,1,ちょうのまい,93.6
2055,ウルガモス,637,0,2,ほのおのまい,92.5
2056,ウルガモス,637,0,3,ギガドレイン,55.2
2057,ウルガモス,637,0,4,テラバースト,44.7
2058,ウルガモス,637,0,5,むしのさざめき,35.1
2059,ウルガモス,637,0,6,あさのひざし,33.3
2060,ウルガモス,637,0,7,おにび,12.6
2061,ウルガモス,637,0,8,みがわり,11.3
2062,ウルガモス,637,0,9,オーバーヒート,4.4
2063,ウルガモス,637,0,10,サイコキネシス,4.1
2064,ヤヤコマ,661,0,1,おいかぜ,57.7
2065,ヤヤコマ,661,0,2,でんこうせっか,52.6
2066,ヤヤコマ,661,0,3,じたばた,46.0
2067,ヤヤコマ,661,0,4,ブレイブバード,38.7
2068,ヤヤコマ,661,0,5,ちょうはつ,36.5
2069,ヤヤコマ,661,0,6,つつく,25.5
2070,ヤヤコマ,661,0,7,なきごえ,25.5
2071,ヤヤコマ,661,0,8,そらをとぶ,19.0
2072,ヤヤコマ,661,0,9,まもる,19.0
2073,ヤヤコマ,661,0,10,アクロバット,16.8
2074,ヒノヤコマ,662,0,1,おにび,82.8
2075,ヒノヤコマ,662,0,2,はねやすめ,81.6
2076,ヒノヤコマ,662,0,3,ほのおのうず,39.7
2077,ヒノヤコマ,662,0,4,ねっぷう,39.1
2078,ヒノヤコマ,662,0,5,エアスラッシュ,39.1
2079,ヒノヤコマ,662,0,6,とんぼがえり,21.3
2080,ヒノヤコマ,662,0,7,じたばた,16.1
2081,ヒノヤコマ,662,0,8,ちょうはつ,15.5
2082,ヒノヤコマ,662,0,9,アクロバット,13.2
2083,ヒノヤコマ,662,0,10,フェイント,13.2
2084,ファイアロー,663,0,1,ブレイブバード,51.4
2085,ファイアロー,663,0,2,フレアドライブ,49.1
2086,ファイアロー,663,0,3,ちょうはつ,43.7
2087,ファイアロー,663,0,4,はねやすめ,43.6
2088,ファイアロー,663,0,5,おにび,41.6
2089,ファイアロー,663,0,6,とんぼがえり,34.2
2090,ファイアロー,663,0,7,おいかぜ,24.7
2091,ファイアロー,663,0,8,ほのおのうず,19.5
2092,ファイアロー,663,0,9,テラバースト,13.6
2093,ファイアロー,663,0,10,かえんほうしゃ,11.9
2094,コフキムシ,664,0,1,いとをはく,100.0
2095,コフキムシ,664,0,2,たいあたり,92.3
2096,コフキムシ,664,0,3,どくのこな,7.7
2097,コフキムシ,664,0,4,しびれごな,7.7
2098,コフキムシ,664,0,5,むしくい,7.7
2099,コフーライ,665,0,1,いとをはく,100.0
2100,コフーライ,665,0,2,まもる,100.0
2101,コフーライ,665,0,3,しびれごな,100.0
2102,コフーライ,665,0,4,むしくい,97.0
2103,コフーライ,665,0,5,たいあたり,3.0
2104,ビビヨン,666,18,1,ねむりごな,99.5
2105,ビビヨン,666,18,2,ちょうのまい,97.3
2106,ビビヨン,666,18,3,ぼうふう,96.7
2107,ビビヨン,666,18,4,みがわり,84.8
2108,ビビヨン,666,18,5,むしのさざめき,6.8
2109,ビビヨン,666,18,6,ギガドレイン,2.9
2110,ビビヨン,666,18,7,テラバースト,2.8
2111,ビビヨン,666,18,8,エアスラッシュ,1.8
2112,ビビヨン,666,18,9,ドレインキッス,1.6
2113,ビビヨン,666,18,10,おいかぜ,0.9
2114,シシコ,667,0,1,あくび,75.6
2115,シシコ,667,0,2,ほのおのうず,63.4
2116,シシコ,667,0,3,がむしゃら,53.7
2117,シシコ,667,0,4,ねむる,41.5
2118,シシコ,667,0,5,かえんほうしゃ,34.1
2119,シシコ,667,0,6,にほんばれ,22.0
2120,シシコ,667,0,7,にらみつける,17.1
2121,シシコ,667,0,8,たいあたり,17.1
2122,シシコ,667,0,9,こらえる,12.2
2123,シシコ,667,0,10,ふるいたてる,4.9
2124,カエンジシ,668,0,1,かえんほうしゃ,66.7
2125,カエンジシ,668,0,2,ハイパーボイス,43.4
2126,カエンジシ,668,0,3,あくのはどう,43.0
2127,カエンジシ,668,0,4,おにび,38.6
2128,カエンジシ,668,0,5,あくび,31.4
2129,カエンジシ,668,0,6,ちょうはつ,31.3
2130,カエンジシ,668,0,7,テラバースト,29.2
2131,カエンジシ,668,0,8,オーバーヒート,19.9
2132,カエンジシ,668,0,9,バークアウト,15.0
2133,カエンジシ,668,0,10,がむしゃら,13.0
2134,フラベベ,669,0,1,ようせいのかぜ,100.0
2135,フラベベ,669,0,2,ねがいごと,88.9
2136,フラベベ,669,0,3,おいわい,88.9
2137,フラベベ,669,0,4,マジカルリーフ,77.8
2138,フラベベ,669,0,5,こうごうせい,11.1
2139,フラベベ,669,0,6,ムーンフォース,11.1
2140,フラベベ,669,0,7,つるのムチ,11.1
2141,フラベベ,669,0,8,はなびらのまい,11.1
2142,フラエッテ,670,0,1,めいそう,80.9
2143,フラエッテ,670,0,2,こうごうせい,76.5
2144,フラエッテ,670,0,3,ドレインキッス,60.0
2145,フラエッテ,670,0,4,あまえる,56.5
2146,フラエッテ,670,0,5,ムーンフォース,23.5
2147,フラエッテ,670,0,6,アシストパワー,21.7
2148,フラエッテ,670,0,7,ねがいごと,19.1
2149,フラエッテ,670,0,8,まもる,9.6
2150,フラエッテ,670,0,9,バトンタッチ,7.8
2151,フラエッテ,670,0,10,みがわり,7.8
2152,フラージェス,671,0,1,ムーンフォース,90.6
2153,フラージェス,671,0,2,めいそう,62.5
2154,フラージェス,671,0,3,こうごうせい,51.5
2155,フラージェス,671,0,4,テラバースト,31.5
2156,フラージェス,671,0,5,ギガドレイン,25.9
2157,フラージェス,671,0,6,スキルスワップ,21.1
2158,フラージェス,671,0,7,サイコキネシス,18.4
2159,フラージェス,671,0,8,エナジーボール,17.8
2160,フラージェス,671,0,9,トリック,15.0
2161,フラージェス,671,0,10,ドレインキッス,10.1
2162,メェークル,672,0,1,やどりぎのタネ,100.0
2163,メェークル,672,0,2,こうごうせい,80.0
2164,メェークル,672,0,3,みがわり,66.0
2165,メェークル,672,0,4,ウッドホーン,57.3
2166,メェークル,672,0,5,つるのムチ,16.7
2167,メェークル,672,0,6,はっぱカッター,16.7
2168,メェークル,672,0,7,しっぽをふる,16.7
2169,メェークル,672,0,8,ギガドレイン,12.0
2170,メェークル,672,0,9,テラバースト,12.0
2171,メェークル,672,0,10,どろかけ,11.3
2172,ゴーゴート,673,0,1,ウッドホーン,59.3
2173,ゴーゴート,673,0,2,じしん,54.8
2174,ゴーゴート,673,0,3,ビルドアップ,45.0
2175,ゴーゴート,673,0,4,テラバースト,35.2
2176,ゴーゴート,673,0,5,くさむすび,26.2
2177,ゴーゴート,673,0,6,なみのり,25.5
2178,ゴーゴート,673,0,7,じゃれつく,21.8
2179,ゴーゴート,673,0,8,エナジーボール,20.2
2180,ゴーゴート,673,0,9,やどりぎのタネ,17.8
2181,ゴーゴート,673,0,10,ミルクのみ,16.0
2182,クズモー,690,0,1,ハイドロポンプ,50.0
2183,クズモー,690,0,2,１０まんボルト,42.9
2184,クズモー,690,0,3,りゅうのはどう,42.9
2185,クズモー,690,0,4,ヘドロばくだん,42.9
2186,クズモー,690,0,5,なみのり,28.6
2187,クズモー,690,0,6,くろいきり,21.4
2188,クズモー,690,0,7,ドラゴンテール,21.4
2189,クズモー,690,0,8,たつまき,21.4
2190,クズモー,690,0,9,とける,21.4
2191,ドラミドロ,691,0,1,ヘドロばくだん,92.4
2192,ドラミドロ,691,0,2,りゅうせいぐん,75.9
2193,ドラミドロ,691,0,3,なみのり,40.7
2194,ドラミドロ,691,0,4,１０まんボルト,33.8
2195,ドラミドロ,691,0,5,りゅうのはどう,28.5
2196,ドラミドロ,691,0,6,テラバースト,27.9
2197,ドラミドロ,691,0,7,ハイドロポンプ,24.1
2198,ドラミドロ,691,0,8,シャドーボール,14.9
2199,ドラミドロ,691,0,9,アシッドボム,13.5
2200,ドラミドロ,691,0,10,きあいだま,11.3
2201,ウデッポウ,692,0,1,はどうだん,100.0
2202,ウデッポウ,692,0,2,みずのはどう,100.0
2203,ウデッポウ,692,0,3,アクアジェット,50.0
2204,ウデッポウ,692,0,4,あくのはどう,50.0
2205,ウデッポウ,692,0,5,とびつく,33.3
2206,ウデッポウ,692,0,6,じたばた,33.3
2207,ウデッポウ,692,0,7,とんぼがえり,16.7
2208,ウデッポウ,692,0,8,なかまづくり,16.7
2209,ブロスター,693,0,1,はどうだん,97.1
2210,ブロスター,693,0,2,みずのはどう,91.1
2211,ブロスター,693,0,3,あくのはどう,90.2
2212,ブロスター,693,0,4,アクアジェット,57.4
2213,ブロスター,693,0,5,りゅうのはどう,42.5
2214,ブロスター,693,0,6,れいとうビーム,9.4
2215,ブロスター,693,0,7,ヘドロばくだん,3.4
2216,ブロスター,693,0,8,ハイドロポンプ,2.7
2217,ブロスター,693,0,9,テラバースト,2.3
2218,ブロスター,693,0,10,ラスターカノン,1.2
2219,ニンフィア,700,0,1,ハイパーボイス,90.5
2220,ニンフィア,700,0,2,テラバースト,79.1
2221,ニンフィア,700,0,3,でんこうせっか,64.8
2222,ニンフィア,700,0,4,シャドーボール,41.2
2223,ニンフィア,700,0,5,サイコショック,30.0
2224,ニンフィア,700,0,6,あくび,25.2
2225,ニンフィア,700,0,7,めいそう,15.7
2226,ニンフィア,700,0,8,まもる,8.0
2227,ニンフィア,700,0,9,みがわり,7.0
2228,ニンフィア,700,0,10,サイコキネシス,5.9
2229,ルチャブル,701,0,1,アクロバット,74.0
2230,ルチャブル,701,0,2,アンコール,59.4
2231,ルチャブル,701,0,3,ゴッドバード,43.1
2232,ルチャブル,701,0,4,つるぎのまい,38.5
2233,ルチャブル,701,0,5,ビルドアップ,31.1
2234,ルチャブル,701,0,6,インファイト,27.9
2235,ルチャブル,701,0,7,とびひざげり,14.3
2236,ルチャブル,701,0,8,フライングプレス,11.8
2237,ルチャブル,701,0,9,アイアンヘッド,11.5
2238,ルチャブル,701,0,10,ブレイブバード,10.8
2239,デデンネ,702,0,1,ほっぺすりすり,89.9
2240,デデンネ,702,0,2,あまえる,64.9
2241,デデンネ,702,0,3,いかりのまえば,62.4
2242,デデンネ,702,0,4,かいでんぱ,45.2
2243,デデンネ,702,0,5,ボルトチェンジ,29.3
2244,デデンネ,702,0,6,マジカルシャイン,26.2
2245,デデンネ,702,0,7,くさむすび,12.0
2246,デデンネ,702,0,8,ひかりのかべ,8.0
2247,デデンネ,702,0,9,１０まんボルト,7.3
2248,デデンネ,702,0,10,パラボラチャージ,5.9
2249,ヌメラ,704,0,1,りゅうのいぶき,71.7
2250,ヌメラ,704,0,2,カウンター,58.3
2251,ヌメラ,704,0,3,まもる,43.3
2252,ヌメラ,704,0,4,テラバースト,36.2
2253,ヌメラ,704,0,5,じたばた,34.6
2254,ヌメラ,704,0,6,のしかかり,33.1
2255,ヌメラ,704,0,7,みずでっぽう,21.3
2256,ヌメラ,704,0,8,りゅうのはどう,15.7
2257,ヌメラ,704,0,9,すいとる,15.7
2258,ヌメラ,704,0,10,こらえる,15.0
2259,ヌメイル,705,0,1,とける,55.6
2260,ヌメイル,705,0,2,アシッドボム,46.5
2261,ヌメイル,705,0,3,ねむる,41.8
2262,ヌメイル,705,0,4,あまごい,27.6
2263,ヌメイル,705,0,5,ヘドロばくだん,26.4
2264,ヌメイル,705,0,6,まもる,25.2
2265,ヌメイル,705,0,7,ひやみず,24.7
2266,ヌメイル,705,0,8,りゅうのはどう,22.3
2267,ヌメイル,705,0,9,げきりん,19.1
2268,ヌメイル,705,0,10,みがわり,18.1
2269,ヌメルゴン,706,0,1,アシッドボム,61.2
2270,ヌメルゴン,706,0,2,かえんほうしゃ,55.0
2271,ヌメルゴン,706,0,3,りゅうせいぐん,42.5
2272,ヌメルゴン,706,0,4,なみのり,37.7
2273,ヌメルゴン,706,0,5,１０まんボルト,29.5
2274,ヌメルゴン,706,0,6,りゅうのはどう,29.0
2275,ヌメルゴン,706,0,7,テラバースト,24.4
2276,ヌメルゴン,706,0,8,ヘドロばくだん,21.6
2277,ヌメルゴン,706,0,9,だいもんじ,17.6
2278,ヌメルゴン,706,0,10,れいとうビーム,17.3
2279,クレッフィ,707,0,1,リフレクター,69.9
2280,クレッフィ,707,0,2,ひかりのかべ,67.8
2281,クレッフィ,707,0,3,てっていこうせん,56.4
2282,クレッフィ,707,0,4,でんじは,42.6
2283,クレッフィ,707,0,5,まきびし,19.1
2284,クレッフィ,707,0,6,ドレインキッス,18.3
2285,クレッフィ,707,0,7,イカサマ,16.7
2286,クレッフィ,707,0,8,めいそう,15.3
2287,クレッフィ,707,0,9,てっぺき,14.4
2288,クレッフィ,707,0,10,マジカルシャイン,12.6
2289,カチコール,712,0,1,じこさいせい,91.9
2290,カチコール,712,0,2,ミラーコート,83.9
2291,カチコール,712,0,3,かみくだく,57.7
2292,カチコール,712,0,4,てっぺき,45.0
2293,カチコール,712,0,5,こうそくスピン,28.2
2294,カチコール,712,0,6,がんせきふうじ,28.2
2295,カチコール,712,0,7,とっしん,16.1
2296,カチコール,712,0,8,のろい,12.1
2297,カチコール,712,0,9,ゆきなだれ,11.4
2298,カチコール,712,0,10,ふぶき,11.4
2299,クレベース,713,0,1,じこさいせい,93.3
2300,クレベース,713,0,2,ボディプレス,92.9
2301,クレベース,713,0,3,てっぺき,84.1
2302,クレベース,713,0,4,つららおとし,35.4
2303,クレベース,713,0,5,ゆきなだれ,31.3
2304,クレベース,713,0,6,ミラーコート,18.9
2305,クレベース,713,0,7,アイススピナー,11.3
2306,クレベース,713,0,8,じしん,10.9
2307,クレベース,713,0,9,ヘビーボンバー,6.2
2308,クレベース,713,0,10,のろい,4.5
2309,オンバット,714,0,1,いかりのまえば,80.5
2310,オンバット,714,0,2,エアスラッシュ,61.0
2311,オンバット,714,0,3,おいかぜ,61.0
2312,オンバット,714,0,4,りゅうせいぐん,51.2
2313,オンバット,714,0,5,ぼうふう,39.0
2314,オンバット,714,0,6,ねっぷう,39.0
2315,オンバット,714,0,7,はねやすめ,36.6
2316,オンバット,714,0,8,ハイパーボイス,17.1
2317,オンバット,714,0,9,いやなおと,4.9
2318,オンバット,714,0,10,ちょうはつ,4.9
2319,オンバーン,715,0,1,ばくおんぱ,64.1
2320,オンバーン,715,0,2,かえんほうしゃ,60.6
2321,オンバーン,715,0,3,りゅうせいぐん,55.6
2322,オンバーン,715,0,4,エアスラッシュ,48.9
2323,オンバーン,715,0,5,とんぼがえり,35.1
2324,オンバーン,715,0,6,ちょうはつ,26.8
2325,オンバーン,715,0,7,りゅうのはどう,24.0
2326,オンバーン,715,0,8,ぼうふう,15.9
2327,オンバーン,715,0,9,ねっぷう,12.2
2328,オンバーン,715,0,10,いかりのまえば,9.7
2329,ヤングース,734,0,1,とっておき,90.2
2330,ヤングース,734,0,2,あくび,60.8
2331,ヤングース,734,0,3,くさわけ,27.5
2332,ヤングース,734,0,4,たいあたり,7.8
2333,ヤングース,734,0,5,かみくだく,5.9
2334,ヤングース,734,0,6,あばれる,2.0
2335,ヤングース,734,0,7,こわいかお,2.0
2336,デカグース,735,0,1,あくび,63.8
2337,デカグース,735,0,2,かみくだく,38.7
2338,デカグース,735,0,3,とっておき,36.8
2339,デカグース,735,0,4,じしん,29.0
2340,デカグース,735,0,5,あばれる,21.3
2341,デカグース,735,0,6,ギガインパクト,14.8
2342,デカグース,735,0,7,サイコファング,14.4
2343,デカグース,735,0,8,のしかかり,14.3
2344,デカグース,735,0,9,こおりのキバ,9.6
2345,デカグース,735,0,10,とんぼがえり,8.6
2346,マケンカニ,739,0,1,れいとうパンチ,85.7
2347,マケンカニ,739,0,2,ビルドアップ,85.7
2348,マケンカニ,739,0,3,ドレインパンチ,85.7
2349,マケンカニ,739,0,4,じしん,75.0
2350,マケンカニ,739,0,5,しっぺがえし,10.7
2351,マケンカニ,739,0,6,きしかいせい,10.7
2352,マケンカニ,739,0,7,かわらわり,10.7
2353,マケンカニ,739,0,8,たたきつける,10.7
2354,マケンカニ,739,0,9,かみなりパンチ,10.7
2355,マケンカニ,739,0,10,まもる,3.6
2356,ケケンカニ,740,0,1,アイスハンマー,84.0
2357,ケケンカニ,740,0,2,ドレインパンチ,80.7
2358,ケケンカニ,740,0,3,かみなりパンチ,49.4
2359,ケケンカニ,740,0,4,じしん,35.4
2360,ケケンカニ,740,0,5,ビルドアップ,26.2
2361,ケケンカニ,740,0,6,インファイト,22.3
2362,ケケンカニ,740,0,7,クラブハンマー,21.1
2363,ケケンカニ,740,0,8,れいとうパンチ,17.0
2364,ケケンカニ,740,0,9,アクアブレイク,9.2
2365,ケケンカニ,740,0,10,テラバースト,8.5
2366,オドリドリ,741,0,1,めざめるダンス,96.3
2367,オドリドリ,741,0,2,ちょうのまい,93.3
2368,オドリドリ,741,0,3,エアスラッシュ,46.9
2369,オドリドリ,741,0,4,はねやすめ,43.9
2370,オドリドリ,741,0,5,バトンタッチ,42.6
2371,オドリドリ,741,0,6,フェザーダンス,23.5
2372,オドリドリ,741,0,7,こごえるかぜ,12.3
2373,オドリドリ,741,0,8,ちょうはつ,11.9
2374,オドリドリ,741,0,9,ぼうふう,10.3
2375,オドリドリ,741,0,10,みがわり,4.0
2376,オドリドリ,741,1,1,ちょうのまい,97.5
2377,オドリドリ,741,1,2,めざめるダンス,94.3
2378,オドリドリ,741,1,3,はねやすめ,49.3
2379,オドリドリ,741,1,4,エアスラッシュ,48.5
2380,オドリドリ,741,1,5,バトンタッチ,47.6
2381,オドリドリ,741,1,6,ちょうはつ,23.7
2382,オドリドリ,741,1,7,フェザーダンス,14.4
2383,オドリドリ,741,1,8,ぼうふう,6.8
2384,オドリドリ,741,1,9,みがわり,4.6
2385,オドリドリ,741,1,10,こごえるかぜ,3.9
2386,オドリドリ,741,2,1,ちょうのまい,93.2
2387,オドリドリ,741,2,2,めざめるダンス,71.9
2388,オドリドリ,741,2,3,バトンタッチ,67.5
2389,オドリドリ,741,2,4,エアスラッシュ,47.3
2390,オドリドリ,741,2,5,フェザーダンス,45.1
2391,オドリドリ,741,2,6,ちょうはつ,30.0
2392,オドリドリ,741,2,7,はねやすめ,25.8
2393,オドリドリ,741,2,8,つるぎのまい,6.1
2394,オドリドリ,741,2,9,ぼうふう,5.6
2395,オドリドリ,741,2,10,こごえるかぜ,3.5
2396,オドリドリ,741,3,1,めざめるダンス,88.8
2397,オドリドリ,741,3,2,ちょうのまい,88.3
2398,オドリドリ,741,3,3,エアスラッシュ,52.5
2399,オドリドリ,741,3,4,バトンタッチ,43.5
2400,オドリドリ,741,3,5,はねやすめ,37.0
2401,オドリドリ,741,3,6,フェザーダンス,17.1
2402,オドリドリ,741,3,7,ぼうふう,14.5
2403,オドリドリ,741,3,8,ちょうはつ,11.0
2404,オドリドリ,741,3,9,こごえるかぜ,7.9
2405,オドリドリ,741,3,10,みがわり,6.0
2406,イワンコ,744,0,1,にらみつける,96.7
2407,イワンコ,744,0,2,すなかけ,96.7
2408,イワンコ,744,0,3,たいあたり,66.7
2409,イワンコ,744,0,4,かげぶんしん,43.3
2410,イワンコ,744,0,5,いわおとし,33.3
2411,イワンコ,744,0,6,とおぼえ,3.3
2412,ルガルガン,745,0,1,アクセルロック,77.0
2413,ルガルガン,745,0,2,ステルスロック,44.4
2414,ルガルガン,745,0,3,インファイト,40.5
2415,ルガルガン,745,0,4,がむしゃら,36.3
2416,ルガルガン,745,0,5,じゃれつく,29.9
2417,ルガルガン,745,0,6,ちょうはつ,25.0
2418,ルガルガン,745,0,7,ストーンエッジ,16.2
2419,ルガルガン,745,0,8,ドリルライナー,15.1
2420,ルガルガン,745,0,9,ロックブラスト,15.0
2421,ルガルガン,745,0,10,がんせきふうじ,14.4
2422,ルガルガン,745,1,1,ストーンエッジ,57.9
2423,ルガルガン,745,1,2,ステルスロック,41.7
2424,ルガルガン,745,1,3,カウンター,38.9
2425,ルガルガン,745,1,4,じゃれつく,33.0
2426,ルガルガン,745,1,5,がんせきふうじ,31.5
2427,ルガルガン,745,1,6,インファイト,26.8
2428,ルガルガン,745,1,7,ちょうはつ,21.7
2429,ルガルガン,745,1,8,ほえる,19.3
2430,ルガルガン,745,1,9,きしかいせい,16.3
2431,ルガルガン,745,1,10,くさわけ,16.1
2432,ルガルガン,745,2,1,アクセルロック,96.1
2433,ルガルガン,745,2,2,インファイト,55.1
2434,ルガルガン,745,2,3,じゃれつく,38.4
2435,ルガルガン,745,2,4,ステルスロック,32.5
2436,ルガルガン,745,2,5,ドリルライナー,25.4
2437,ルガルガン,745,2,6,ふいうち,18.8
2438,ルガルガン,745,2,7,カウンター,17.2
2439,ルガルガン,745,2,8,ちょうはつ,17.1
2440,ルガルガン,745,2,9,かみくだく,16.6
2441,ルガルガン,745,2,10,つるぎのまい,15.1
2442,ヒドイデ,747,0,1,じこさいせい,77.8
2443,ヒドイデ,747,0,2,どくどく,50.0
2444,ヒドイデ,747,0,3,みがわり,44.4
2445,ヒドイデ,747,0,4,ワイドガード,44.4
2446,ヒドイデ,747,0,5,アクアブレイク,44.4
2447,ヒドイデ,747,0,6,ベノムショック,38.9
2448,ヒドイデ,747,0,7,かみつく,38.9
2449,ヒドイデ,747,0,8,たくわえる,11.1
2450,ヒドイデ,747,0,9,つつく,11.1
2451,ヒドイデ,747,0,10,くろいきり,11.1
2452,ドヒドイデ,748,0,1,じこさいせい,96.5
2453,ドヒドイデ,748,0,2,どくどく,87.8
2454,ドヒドイデ,748,0,3,トーチカ,59.4
2455,ドヒドイデ,748,0,4,どくびし,41.3
2456,ドヒドイデ,748,0,5,ひやみず,30.1
2457,ドヒドイデ,748,0,6,くろいきり,30.1
2458,ドヒドイデ,748,0,7,まとわりつく,17.4
2459,ドヒドイデ,748,0,8,まもる,7.5
2460,ドヒドイデ,748,0,9,アクアブレイク,7.0
2461,ドヒドイデ,748,0,10,どくづき,4.3
2462,ドロバンコ,749,0,1,ステルスロック,79.4
2463,ドロバンコ,749,0,2,じわれ,50.8
2464,ドロバンコ,749,0,3,じしん,50.8
2465,ドロバンコ,749,0,4,ほえる,36.5
2466,ドロバンコ,749,0,5,カウンター,27.0
2467,ドロバンコ,749,0,6,がむしゃら,27.0
2468,ドロバンコ,749,0,7,てっぺき,25.4
2469,ドロバンコ,749,0,8,ヘビーボンバー,22.2
2470,ドロバンコ,749,0,9,だいちのちから,17.5
2471,ドロバンコ,749,0,10,こらえる,11.1
2472,バンバドロ,750,0,1,ボディプレス,90.7
2473,バンバドロ,750,0,2,じしん,88.0
2474,バンバドロ,750,0,3,ステルスロック,80.6
2475,バンバドロ,750,0,4,ほえる,74.0
2476,バンバドロ,750,0,5,ヘビーボンバー,18.8
2477,バンバドロ,750,0,6,ねむる,13.6
2478,バンバドロ,750,0,7,てっぺき,9.2
2479,バンバドロ,750,0,8,じわれ,4.2
2480,バンバドロ,750,0,9,がんせきふうじ,3.8
2481,バンバドロ,750,0,10,ねごと,3.3
2482,カリキリ,753,0,1,にほんばれ,100.0
2483,カリキリ,753,0,2,リーフストーム,100.0
2484,カリキリ,753,0,3,こうごうせい,100.0
2485,カリキリ,753,0,4,リーフブレード,100.0
2486,ラランテス,754,0,1,リーフストーム,98.4
2487,ラランテス,754,0,2,テラバースト,82.2
2488,ラランテス,754,0,3,ギガドレイン,42.8
2489,ラランテス,754,0,4,こうごうせい,40.2
2490,ラランテス,754,0,5,かふんだんご,37.1
2491,ラランテス,754,0,6,なやみのタネ,31.2
2492,ラランテス,754,0,7,かわらわり,10.0
2493,ラランテス,754,0,8,はかいこうせん,9.2
2494,ラランテス,754,0,9,ねごと,8.0
2495,ラランテス,754,0,10,つじぎり,3.4
2496,ヤトウモリ,757,0,1,どくどく,46.2
2497,ヤトウモリ,757,0,2,がむしゃら,44.0
2498,ヤトウモリ,757,0,3,かえんほうしゃ,36.3
2499,ヤトウモリ,757,0,4,テラバースト,24.2
2500,ヤトウモリ,757,0,5,ヘドロばくだん,24.2
2501,ヤトウモリ,757,0,6,りゅうのはどう,23.1
2502,ヤトウモリ,757,0,7,まもる,22.0
2503,ヤトウモリ,757,0,8,ちょうはつ,14.3
2504,ヤトウモリ,757,0,9,ねこだまし,14.3
2505,ヤトウモリ,757,0,10,みがわり,14.3
2506,エンニュート,758,0,1,どくどく,73.1
2507,エンニュート,758,0,2,かえんほうしゃ,51.2
2508,エンニュート,758,0,3,アンコール,45.8
2509,エンニュート,758,0,4,みがわり,40.0
2510,エンニュート,758,0,5,かなしばり,31.4
2511,エンニュート,758,0,6,オーバーヒート,22.7
2512,エンニュート,758,0,7,ヘドロばくだん,18.3
2513,エンニュート,758,0,8,まもる,16.1
2514,エンニュート,758,0,9,がむしゃら,13.4
2515,エンニュート,758,0,10,ベノムショック,11.6
2516,アマカジ,761,0,1,はねる,90.0
2517,アマカジ,761,0,2,マジカルリーフ,10.0
2518,アマカジ,761,0,3,こうごうせい,10.0
2519,アマカジ,761,0,4,こうそくスピン,10.0
2520,アマカジ,761,0,5,なかよくする,10.0
2521,アマカジ,761,0,6,がむしゃら,10.0
2522,アマカジ,761,0,7,つぼをつく,10.0
2523,アママイコ,762,0,1,フラフラダンス,76.9
2524,アママイコ,762,0,2,こうそくスピン,50.0
2525,アママイコ,762,0,3,がむしゃら,50.0
2526,アママイコ,762,0,4,テラバースト,30.8
2527,アママイコ,762,0,5,タネばくだん,30.8
2528,アママイコ,762,0,6,あまえる,30.8
2529,アママイコ,762,0,7,こうごうせい,26.9
2530,アママイコ,762,0,8,リフレクター,23.1
2531,アママイコ,762,0,9,ひかりのかべ,23.1
2532,アママイコ,762,0,10,マジカルリーフ,19.2
2533,アマージョ,763,0,1,とびひざげり,66.2
2534,アマージョ,763,0,2,じゃれつく,57.3
2535,アマージョ,763,0,3,トロピカルキック,53.3
2536,アマージョ,763,0,4,パワーウィップ,42.7
2537,アマージョ,763,0,5,テラバースト,39.0
2538,アマージョ,763,0,6,くさわけ,29.7
